Country,Name,State,fname
BY,Gorodok,VI,Belarus
BY,Grodna,,Belarus
BY,Grodno,HR,Belarus
BY,Khoyniki,,Belarus
BY,Kletsk,,Belarus
BY,Kobryn,,Belarus
BY,Kokhanovo,,Belarus
BY,Kolyadichi,MI,Belarus
BY,Koptevka,,Belarus
BY,Kostyukovichi,,Belarus
BY,Lida,HR,Belarus
BY,Luninyets,,Belarus
BY,Maladzyechna,,Belarus
BY,Mazyr,,Belarus
BY,Minsk,,Belarus
BY,Mogilev,,Belarus
BY,Molodeczno,,Belarus
BY,Navahrudak,HR,Belarus
BY,Navapolatsk,VI,Belarus
BY,Orsha,VI,Belarus
BY,Pinsk,,Belarus
BY,Polatsk,,Belarus
BY,Rechytsa,,Belarus
BY,Salihorsk,MI,Belarus
BY,Sklov,MA,Belarus
BY,Slonim,,Belarus
BY,Slutsk,MI,Belarus
BY,Smolevichi,,Belarus
BY,Smorgon,,Belarus
BY,Starye Dorogi,MA,Belarus
BY,Svetlogorsk,HO,Belarus
BY,Svisloch,,Belarus
BY,Vawkavysk,,Belarus
BY,Vitebsk,,Belarus
BY,Zaslavl,MI,Belarus
BY,Zhlobin,,Belarus
BY,Zhodino,,Belarus
BY,Zhodzina,MI,Belarus
BY,Zhytkavichy,HO,Belarus
BZ,Barranco,,Belize
BZ,Belize City,,Belize
BZ,Belmopan,,Belize
BZ,Big Creek,SC,Belize
BZ,Caye Caulker,BZ,Belize
BZ,Caye Chapel,BZ,Belize
BZ,Colinto,,Belize
BZ,Corozal,,Belize
BZ,Crooked Tree,BZ,Belize
BZ,Dangriga,,Belize
BZ,Independence Apt,TOL,Belize
BZ,Manatee Apt,,Belize
BZ,Melinda,,Belize
BZ,Orange Walk,,Belize
BZ,Placencia,SC,Belize
BZ,Punta Gorda,,Belize
BZ,San Ignacio,CY,Belize
BZ,San Pedro,,Belize
BZ,Santa Cruz,CZL,Belize
BZ,Santa Elena,CY,Belize
BZ,Sartaneja,CZL,Belize
BZ,Silver Creek,,Belize
CA,100 Mile House (One Hundred Mile House),BC,Canada
CA,150 Mile House,BC,Canada
CA,Abbotsford,BC,Canada
CA,Abercrombie,NS,Canada
CA,Abram-Village,PE,Canada
CA,Acadia Valley,AB,Canada
CA,Acheson,AB,Canada
CA,Acton,ON,Canada
CA,Acton Vale,QC,Canada
CA,Adlavik,NL,Canada
CA,Adstock,QC,Canada
CA,Advocate Harbour,NS,Canada
CA,Agassiz,BC,Canada
CA,Agincourt,ON,Canada
CA,Aguathuna,NL,Canada
CA,Ailsa Craig,ON,Canada
CA,Air Ronge,SK,Canada
CA,Airdrie,AB,Canada
CA,Ajax,ON,Canada
CA,Aklavik,NT,Canada
CA,Akulivik Apt,QC,Canada
CA,Alban,ON,Canada
CA,Albany,PE,Canada
CA,Albert Bridge,NS,Canada
CA,Alberton,PE,Canada
CA,Aldergrove,BC,Canada
CA,Aldersyde,AB,Canada
CA,Alert Bay,BC,Canada
CA,Alexander,MB,Canada
CA,Alexandria,ON,Canada
CA,Alexis Creek,BC,Canada
CA,Alfred,ON,Canada
CA,Algonquin Park,ON,Canada
CA,Alhambra,AB,Canada
CA,Alix,AB,Canada
CA,Allan,SK,Canada
CA,Allanburg,ON,Canada
CA,Alliston,ON,Canada
CA,Alma,ON,Canada
CA,Alma,QC,Canada
CA,Almonte,ON,Canada
CA,Alnwick/Haldimand,ON,Canada
CA,Alta Lake,BC,Canada
CA,Alton,ON,Canada
CA,Altona,MB,Canada
CA,Alvinston,ON,Canada
CA,Amberly,ON,Canada
CA,Amherst,NS,Canada
CA,Amherstburg,ON,Canada
CA,Amos,QC,Canada
CA,Amqui,QC,Canada
CA,Ancaster,ON,Canada
CA,Andys Bay,BC,Canada
CA,Ange Gardien de Rouville,QC,Canada
CA,Angling Lake,ON,Canada
CA,Angusville,MB,Canada
CA,Anjou,QC,Canada
CA,Annacis Island,BC,Canada
CA,Anola,MB,Canada
CA,Antigonish,NS,Canada
CA,Anzac,AB,Canada
CA,Appin,ON,Canada
CA,Apple Hill,ON,Canada
CA,Arborg,MB,Canada
CA,Arctic Bay,NU,Canada
CA,Ardath,SK,Canada
CA,Ardrossan,AB,Canada
CA,Argentia,NL,Canada
CA,Arichat,NS,Canada
CA,Ariss,ON,Canada
CA,Arkona,ON,Canada
CA,Armena,AB,Canada
CA,Armstrong,BC,Canada
CA,Arnaud,MB,Canada
CA,Arnes,MB,Canada
CA,Arnold's Cove,NL,Canada
CA,Arnprior,ON,Canada
CA,Arthabaska,QC,Canada
CA,Arthur,ON,Canada
CA,Arundel,QC,Canada
CA,Arviat,NU,Canada
CA,Asbestos,QC,Canada
CA,Asbestos Hill,QC,Canada
CA,Ashburn,ON,Canada
CA,Ashcroft,BC,Canada
CA,Asquith,SK,Canada
CA,Assiniboia,SK,Canada
CA,Aston-Jonction,QC,Canada
CA,Astra,ON,Canada
CA,Athabasca,AB,Canada
CA,Athens,ON,Canada
CA,Atholville,NB,Canada
CA,Atikokan,ON,Canada
CA,Atlin,BC,Canada
CA,Attawapiskat,ON,Canada
CA,Atwood,ON,Canada
CA,Aulac,NB,Canada
CA,Aulds Cove,NS,Canada
CA,Aupauluk,QC,Canada
CA,Aurora,ON,Canada
CA,Austin,QC,Canada
CA,Avondale,NL,Canada
CA,Avonlea,SK,Canada
CA,Avonport,NS,Canada
CA,Ayer's Cliff,QC,Canada
CA,Aylesford,NS,Canada
CA,Aylmer,ON,Canada
CA,Aylmer,QC,Canada
CA,Aylsham,SK,Canada
CA,Ayr,ON,Canada
CA,Ayton,ON,Canada
CA,Azilda,ON,Canada
CA,Baddeck,NS,Canada
CA,Baden,ON,Canada
CA,Bagotville,QC,Canada
CA,Bagotville Apt,QC,Canada
CA,Baie Comeau,QC,Canada
CA,Baie d'Urfé,QC,Canada
CA,Baie Verte,NL,Canada
CA,Baie-Johan-Beetz,QC,Canada
CA,Baie-Sainte-Anne,NB,Canada
CA,Baie-St-Paul,QC,Canada
CA,Bairdsville,NB,Canada
CA,Baker Lake,NU,Canada
CA,Bala,ON,Canada
CA,Balckstock,ON,Canada
CA,Bald Rock,NS,Canada
CA,Balmertown,ON,Canada
CA,Balzac,AB,Canada
CA,Bamberton,BC,Canada
CA,Bancroft,ON,Canada
CA,Banff,AB,Canada
CA,Bangor,SK,Canada
CA,Bantry,AB,Canada
CA,Bar River,ON,Canada
CA,Barons,AB,Canada
CA,Barrhead,AB,Canada
CA,Barrie,ON,Canada
CA,Barrière,BC,Canada
CA,Barrington,NS,Canada
CA,Barrs Corner,NS,Canada
CA,Barrys Bay,ON,Canada
CA,Bashaw,AB,Canada
CA,Bassano,AB,Canada
CA,Batawa,ON,Canada
CA,Bath,ON,Canada
CA,Bathurst,NB,Canada
CA,Batiscan,QC,Canada
CA,Battleford,SK,Canada
CA,Bay Bulls,NL,Canada
CA,Bay de Verde,NL,Canada
CA,Bay Roberts,NL,Canada
CA,Bay Tree,AB,Canada
CA,Bayfield,NB,Canada
CA,Bayfield,ON,Canada
CA,Bayside,ON,Canada
CA,Bayside (St Roberts),NB,Canada
CA,"Bayside, Charlotte",NB,Canada
CA,Beach Point,PE,Canada
CA,Beachville,ON,Canada
CA,Beaconsfield,QC,Canada
CA,Beale Cove,BC,Canada
CA,Beamsville,ON,Canada
CA,Bear Island,NB,Canada
CA,Bearskin Lake,ON,Canada
CA,Beauceville,QC,Canada
CA,Beauharnois,QC,Canada
CA,Beaumont,AB,Canada
CA,Beauport,QC,Canada
CA,Beauséjour,MB,Canada
CA,Beaver Bank,NS,Canada
CA,Beaver Cove,BC,Canada
CA,Beaver Creek,YT,Canada
CA,Beaver Harbour,NB,Canada
CA,Beaverlodge,AB,Canada
CA,Bécancour,QC,Canada
CA,Bedeque,PE,Canada
CA,Bedford,NS,Canada
CA,Bedford,QC,Canada
CA,Beechy,SK,Canada
CA,Beeton,ON,Canada
CA,Beiseker,AB,Canada
CA,Belfountain,ON,Canada
CA,Bella Coola,BC,Canada
CA,Belle Plaine,SK,Canada
CA,Belle River,ON,Canada
CA,Belledune,NB,Canada
CA,Belleisle Creek,NB,Canada
CA,Belleville,ON,Canada
CA,Bellevue,AB,Canada
CA,Belmont,ON,Canada
CA,Beloeil,QC,Canada
CA,Belwood,ON,Canada
CA,Benito,MB,Canada
CA,Benoit's Cove,NL,Canada
CA,Berens River Apt,MB,Canada
CA,Beresford,NB,Canada
CA,Bernard,NU,Canada
CA,Berry Mills,NB,Canada
CA,Berthier-sur-Mer,QC,Canada
CA,Berthierville,QC,Canada
CA,Berwick,NS,Canada
CA,Bethany,ON,Canada
CA,Bethune,SK,Canada
CA,Bickerton West,NS,Canada
CA,Bienfait,SK,Canada
CA,Big Lake Ranch,BC,Canada
CA,Big River,NB,Canada
CA,Big Trout Lake,ON,Canada
CA,Biggar,SK,Canada
CA,Billy Bishop Toronto City Apt/Toronto,ON,Canada
CA,Binscarth,MB,Canada
CA,Birds Hill,MB,Canada
CA,Bishops Falls,NL,Canada
CA,Bishop's Falls,NL,Canada
CA,Black Creek,BC,Canada
CA,Black Diamond,AB,Canada
CA,Black Lake,QC,Canada
CA,Black Tickle,NL,Canada
CA,Blackfalds,AB,Canada
CA,Blackfoot,AB,Canada
CA,Blackie,AB,Canada
CA,Blacks Harbour,NB,Canada
CA,Blackstock,ON,Canada
CA,Blackville,NB,Canada
CA,Blainville,QC,Canada
CA,Blanc-Sablon,QC,Canada
CA,Blenheim,ON,Canada
CA,Blind Bay,BC,Canada
CA,Blind River,ON,Canada
CA,Bloodvein,MB,Canada
CA,Bloomfield,NB,Canada
CA,Bloomfield,ON,Canada
CA,Blubber Bay,BC,Canada
CA,Blue Mountain,ON,Canada
CA,Blue River,BC,Canada
CA,Bluffton,AB,Canada
CA,Blumenort,MB,Canada
CA,Bobcaygeon,ON,Canada
CA,Bobquinn Lake,BC,Canada
CA,Boiestown,NB,Canada
CA,Boisbriand,QC,Canada
CA,Bois-des-Filion,QC,Canada
CA,Boissevain,MB,Canada
CA,Bolton,ON,Canada
CA,Bon Accord,AB,Canada
CA,Bon Conseil,QC,Canada
CA,Bonaventure,QC,Canada
CA,Bond Head,ON,Canada
CA,Bonnyville,AB,Canada
CA,Borden,PE,Canada
CA,Borden,ON,Canada
CA,Bornholm,ON,Canada
CA,Bothwell,ON,Canada
CA,Botwood,NL,Canada
CA,Boucherville,QC,Canada
CA,Bouctouche,NB,Canada
CA,Bow City,AB,Canada
CA,Bow Island,AB,Canada
CA,Bowden,AB,Canada
CA,Bowen Island,BC,Canada
CA,Bowmanville,ON,Canada
CA,Boyle,AB,Canada
CA,Bracebridge,ON,Canada
CA,Brackendale,BC,Canada
CA,Bradford,ON,Canada
CA,Bragg Creek,AB,Canada
CA,Bramalea,ON,Canada
CA,Brampton,,Canada
CA,Brandon,MB,Canada
CA,Brantford,ON,Canada
CA,Brazeau,AB,Canada
CA,Breadalbane,PE,Canada
CA,Brentwood Bay,BC,Canada
CA,Breslau,ON,Canada
CA,Bridesville,BC,Canada
CA,Bridge Lake,BC,Canada
CA,Bridgetown,NS,Canada
CA,Bridgewater,NS,Canada
CA,Bright,ON,Canada
CA,Brighton,ON,Canada
CA,Brinston,ON,Canada
CA,Bristol,QC,Canada
CA,Bristol,NB,Canada
CA,Britannia Beach,BC,Canada
CA,Britt,ON,Canada
CA,Broadview,SK,Canada
CA,Brochet,MB,Canada
CA,Brocket,AB,Canada
CA,Brockville,ON,Canada
CA,Broderick,SK,Canada
CA,Brodhagen,ON,Canada
CA,Bromont,QC,Canada
CA,Bromptonville,QC,Canada
CA,Bronson Creek,BC,Canada
CA,Brookfield,NS,Canada
CA,Brooklin,ON,Canada
CA,Brooklyn,NS,Canada
CA,Brooks,AB,Canada
CA,Brossard,QC,Canada
CA,Brougham,ON,Canada
CA,Broughton Is,NU,Canada
CA,Brownlee,SK,Canada
CA,Brownsburg,QC,Canada
CA,Brownsburg-Chatham,QC,Canada
CA,Brownsville,ON,Canada
CA,Bruce County,ON,Canada
CA,Brucefield,ON,Canada
CA,Bruderheim,AB,Canada
CA,Brunkild,MB,Canada
CA,Brunner,ON,Canada
CA,Buchans,NL,Canada
CA,Buckingham,QC,Canada
CA,Buffalo Narrows,SK,Canada
CA,Bull Arm,NL,Canada
CA,Bull Harbour,BC,Canada
CA,Bull River,BC,Canada
CA,Bulyea,SK,Canada
CA,Burdett,AB,Canada
CA,Burford,ON,Canada
CA,Burgeo,NL,Canada
CA,Burgessville,ON,Canada
CA,Burgoynes Cove,NL,Canada
CA,Burin,NL,Canada
CA,Burks Falls,ON,Canada
CA,Burk's Falls,ON,Canada
CA,Burlington,ON,Canada
CA,Burnaby,BC,Canada
CA,Burns Lake,BC,Canada
CA,Burnside,NL,Canada
CA,Burrard Inlet,BC,Canada
CA,Burritts Rapids,ON,Canada
CA,Burton,BC,Canada
CA,Burtts Corner,NB,Canada
CA,Burwash Landings,YT,Canada
CA,Butedale,BC,Canada
CA,Butterfly Bay,BC,Canada
CA,Cabano,QC,Canada
CA,Cacouna,QC,Canada
CA,Cadillac,QC,Canada
CA,Caistor Centre,ON,Canada
CA,Caledon,ON,Canada
CA,Caledonia,NS,Canada
CA,Caledonia,ON,Canada
CA,Calgary,AB,Canada
CA,Calgary Apt,AB,Canada
CA,Calmar,AB,Canada
CA,Cambridge (ex Galt),ON,Canada
CA,Cambridge Bay,NU,Canada
CA,Cambridge Station,NS,Canada
CA,Camlachie,ON,Canada
CA,Campbell Croft,ON,Canada
CA,Campbell River,BC,Canada
CA,Campbellford,ON,Canada
CA,Campbellton,NB,Canada
CA,Campbellville,ON,Canada
CA,Campobello,NB,Canada
CA,Camrose,AB,Canada
CA,Canal Flats,BC,Canada
CA,Canaport,NB,Canada
CA,Candiac,SK,Canada
CA,Candiac,QC,Canada
CA,Canfield,ON,Canada
CA,Canim Lake,BC,Canada
CA,Canmore,AB,Canada
CA,Canning,NS,Canada
CA,Cannington,ON,Canada
CA,Canora,SK,Canada
CA,Canso,NS,Canada
CA,Canyon Creek,AB,Canada
CA,Cap-aux-Meules,QC,Canada
CA,Cap-de-la-Madeleine,QC,Canada
CA,Cape Broyle,NL,Canada
CA,Cape Dorset,NU,Canada
CA,Cape Ray,NL,Canada
CA,Cape Tormentine,NB,Canada
CA,Cape-Saint-James,BC,Canada
CA,Cap-Pele,NB,Canada
CA,Cap-St-Ignace,QC,Canada
CA,Caraquet,NB,Canada
CA,Carberry,MB,Canada
CA,Carbon,AB,Canada
CA,Carbonear,NL,Canada
CA,Carcon City/Toronto,ON,Canada
CA,Cardigan,PE,Canada
CA,Cardinal,ON,Canada
CA,Cardston,AB,Canada
CA,Cargill,ON,Canada
CA,Caribou Island,ON,Canada
CA,Carignan,QC,Canada
CA,Carleton,QC,Canada
CA,Carleton Place,ON,Canada
CA,Carlisle,ON,Canada
CA,Carlyle,SK,Canada
CA,Carman,MB,Canada
CA,Carmanville,NL,Canada
CA,Caroline,AB,Canada
CA,Carp,ON,Canada
CA,Carseland,AB,Canada
CA,Carstairs,AB,Canada
CA,Cartier,ON,Canada
CA,Cartier,MB,Canada
CA,Cartierville,QC,Canada
CA,Cartwright,NL,Canada
CA,Carvel,AB,Canada
CA,Casselman,ON,Canada
CA,Cassidy,BC,Canada
CA,Castlegar,BC,Canada
CA,Castleton,ON,Canada
CA,Castor,AB,Canada
CA,Cat Lake,ON,Canada
CA,Catalina,NL,Canada
CA,Cavendish,PE,Canada
CA,Cawston,BC,Canada
CA,Cayuga,ON,Canada
CA,Central Waterville,NB,Canada
CA,Centralia,ON,Canada
CA,Centre Burlington,NS,Canada
CA,Centre Island,ON,Canada
CA,Centreville,NB,Canada
CA,Centreville,NS,Canada
CA,Centreville,NL,Canada
CA,Cessford,AB,Canada
CA,Chalk River,ON,Canada
CA,Chamberlains,NL,Canada
CA,Chambly,QC,Canada
CA,Chambord,QC,Canada
CA,Champlain,QC,Canada
CA,Chandler,QC,Canada
CA,Change Islands,NL,Canada
CA,Channel-Port aux Basques,NL,Canada
CA,Chapais,QC,Canada
CA,Chapleau,ON,Canada
CA,Charette,QC,Canada
CA,Charing Cross,ON,Canada
CA,Charlesbourg,QC,Canada
CA,Charlie Lake,BC,Canada
CA,Charlo,NB,Canada
CA,Charlotte (Skidegate),BC,Canada
CA,Charlottetown,PE,Canada
CA,Charny,QC,Canada
CA,Chartierville,QC,Canada
CA,Chase,BC,Canada
CA,Châteauguay,QC,Canada
CA,Château-Richer,QC,Canada
CA,Chatham,NB,Canada
CA,Chatham,ON,Canada
CA,Chebogue Point,NS,Canada
CA,Chelmsford,ON,Canada
CA,Chelsea,QC,Canada
CA,Chemainus,BC,Canada
CA,Chepstow,ON,Canada
CA,Cherryville,BC,Canada
CA,Chertsey,QC,Canada
CA,Chesley,ON,Canada
CA,Chester,NS,Canada
CA,Chesterfield Inlet,NU,Canada
CA,Chestermere,AB,Canada
CA,Chesterville,QC,Canada
CA,Chesterville,ON,Canada
CA,Chéticamp,NS,Canada
CA,Chetwynd,BC,Canada
CA,Chevery,QC,Canada
CA,Chibougamau,QC,Canada
CA,Chicoutimi,QC,Canada
CA,Chilko Lake,BC,Canada
CA,Chilliwack,BC,Canada
CA,Chipman,NB,Canada
CA,Chippawa,ON,Canada
CA,Chisasibi,QC,Canada
CA,Chomedey,QC,Canada
CA,Churchbridge,SK,Canada
CA,Churchill,ON,Canada
CA,Churchill,MB,Canada
CA,Churchill Falls,NL,Canada
CA,Chute-a-Blondeau,ON,Canada
CA,Clair,NB,Canada
CA,Clairmont,AB,Canada
CA,Clam Point,NS,Canada
CA,Clandeboye,MB,Canada
CA,Clandonald,AB,Canada
CA,Claremont,ON,Canada
CA,Clarence Creek,ON,Canada
CA,Clarenceville,QC,Canada
CA,Clarenville,NL,Canada
CA,Claresholm,AB,Canada
CA,Clarington,ON,Canada
CA,Clarke City,QC,Canada
CA,Clarke's Beach,NL,Canada
CA,Clark's Harbour,NS,Canada
CA,Clarksburg,ON,Canada
CA,Clarkson,ON,Canada
CA,Clavet,SK,Canada
CA,Clearbrook,BC,Canada
CA,Clearwater,BC,Canada
CA,Clementsport,NS,Canada
CA,Clermont,QC,Canada
CA,Cleveland,NS,Canada
CA,Clifford,ON,Canada
CA,Clinton,ON,Canada
CA,Clinton,BC,Canada
CA,Clinton Creek,YT,Canada
CA,Clive,AB,Canada
CA,Cloverdale,BC,Canada
CA,Cluny,AB,Canada
CA,Clyde River,NU,Canada
CA,Coal Harbour,BC,Canada
CA,Coaldale,AB,Canada
CA,Coalhurst,AB,Canada
CA,Coaticook,QC,Canada
CA,Coatsworth,ON,Canada
CA,Cobble Hill,BC,Canada
CA,Cobden,ON,Canada
CA,Cobourg,ON,Canada
CA,Cocagne,NB,Canada
CA,Cochrane,AB,Canada
CA,Cochrane,ON,Canada
CA,Cohasset,NS,Canada
CA,Colborne,ON,Canada
CA,Colchester County,NS,Canada
CA,Cold Lake,AB,Canada
CA,Coldbrook,NS,Canada
CA,Coldstream,BC,Canada
CA,Coldwater,ON,Canada
CA,Coleman,AB,Canada
CA,Coley's Point,NL,Canada
CA,Collingwood,ON,Canada
CA,Collins Bay,SK,Canada
CA,Colonsay,SK,Canada
CA,Colville Lake,NT,Canada
CA,Colwood,BC,Canada
CA,Comber,ON,Canada
CA,Combermere,ON,Canada
CA,Come By Chance,NL,Canada
CA,Comfort Cove,NL,Canada
CA,Comfort Cove-Newstead,NL,Canada
CA,Comox,BC,Canada
CA,Compton,QC,Canada
CA,Conception Bay South,NL,Canada
CA,Concord,ON,Canada
CA,Coniston,ON,Canada
CA,Conklin,AB,Canada
CA,Conquitlam,BC,Canada
CA,Contrecoeur,QC,Canada
CA,Cookshire,QC,Canada
CA,Cookstown,ON,Canada
CA,Cooksville,ON,Canada
CA,Coombs,BC,Canada
CA,Co-Op Point,MB,Canada
CA,Cooper Cliff,ON,Canada
CA,Copper Cliff,ON,Canada
CA,Coppermine,NU,Canada
CA,Coquitlam,BC,Canada
CA,Coral Harbour,NU,Canada
CA,Corbeil,ON,Canada
CA,Corner Brook,NL,Canada
CA,Cornhill,NB,Canada
CA,Cornwall,PE,Canada
CA,Cornwall,ON,Canada
CA,Cornwallis,NS,Canada
CA,Cornwallis Is,NU,Canada
CA,Coronation,AB,Canada
CA,Cortes Bay,BC,Canada
CA,Corunna,ON,Canada
CA,Coteau du Lac,QC,Canada
CA,Côte-Sainte-Catherine,QC,Canada
CA,Côte-Saint-Luc,QC,Canada
CA,Côte-Saint-Luc,QC,Canada
CA,Cottam,ON,Canada
CA,Country Harbour,NS,Canada
CA,Courcelette,QC,Canada
CA,Courcelles,QC,Canada
CA,Courtenay,BC,Canada
CA,Courtice,ON,Canada
CA,Courtland,ON,Canada
CA,Courtright,ON,Canada
CA,Coutts,AB,Canada
CA,Covehead,PE,Canada
CA,Cow Head,NL,Canada
CA,Cowansville,QC,Canada
CA,Cowichan Bay,BC,Canada
CA,Cowley,AB,Canada
CA,Crabtree,QC,Canada
CA,Cranberry Portage,MB,Canada
CA,Cranbrook,BC,Canada
CA,Cranford,AB,Canada
CA,Crapaud,PE,Canada
CA,Craven,SK,Canada
CA,Creemore,ON,Canada
CA,Creighton,SK,Canada
CA,Cremona,AB,Canada
CA,Creston,BC,Canada
CA,Crofton,BC,Canada
CA,Cross Lake,MB,Canada
CA,Crossfield,AB,Canada
CA,Crysler,ON,Canada
CA,Crystal Beach,ON,Canada
CA,Crystal City,MB,Canada
CA,Cultus Lake,BC,Canada
CA,Cumberland,ON,Canada
CA,Cumberland Bay,NB,Canada
CA,Cupids,NL,Canada
CA,Cut Knife,SK,Canada
CA,Dacre,ON,Canada
CA,Dalhousie,NB,Canada
CA,Dalkeith,ON,Canada
CA,Daniels Harbour,NL,Canada
CA,Danville,QC,Canada
CA,Dartmouth,NS,Canada
CA,Dashwood,ON,Canada
CA,Dauphin,MB,Canada
CA,Daveluyville,QC,Canada
CA,Davidson,QC,Canada
CA,Davis Inlet,NL,Canada
CA,Dawson City,YT,Canada
CA,Dawson Creek,BC,Canada
CA,De Winton,AB,Canada
CA,Dean River,BC,Canada
CA,Dease Lake,BC,Canada
CA,Debert Station,NS,Canada
CA,Debolt,AB,Canada
CA,Deception Bay,QC,Canada
CA,Decker,MB,Canada
CA,Deep River,ON,Canada
CA,Deer Island,NB,Canada
CA,Deer Lake,NL,Canada
CA,Deer Lake,ON,Canada
CA,Degelis,QC,Canada
CA,Delaware,ON,Canada
CA,Deleage,QC,Canada
CA,Delhi,ON,Canada
CA,Déline,NT,Canada
CA,Delisle,SK,Canada
CA,Deloraine,MB,Canada
CA,Delson/Quebec,QC,Canada
CA,Delta,BC,Canada
CA,Demorestville,ON,Canada
CA,Denfield,ON,Canada
CA,Denman Island,BC,Canada
CA,Desboro,ON,Canada
CA,Deschaillons-sur-Saint-Laurent,QC,Canada
CA,Deschambault,QC,Canada
CA,Deseronto,ON,Canada
CA,Desolation Sound,BC,Canada
CA,Deux-Montagnes,QC,Canada
CA,Devon,AB,Canada
CA,Diamond City,AB,Canada
CA,Didsbury,AB,Canada
CA,Dieppe,NB,Canada
CA,Digby,NS,Canada
CA,Dildo,NL,Canada
CA,Dilke,SK,Canada
CA,Dingwall,NS,Canada
CA,Disraeli,QC,Canada
CA,Doaktown,NB,Canada
CA,Dobbinton,ON,Canada
CA,Doc Creek,BC,Canada
CA,Dolbeau,QC,Canada
CA,Dollard-des-Ormeaux,QC,Canada
CA,Don Mills,ON,Canada
CA,Donnacona,QC,Canada
CA,Dorchester,ON,Canada
CA,Dorchester,NB,Canada
CA,Dorion,QC,Canada
CA,Dorval,QC,Canada
CA,Douglas,ON,Canada
CA,Douglas Lake,BC,Canada
CA,Douglas Point,ON,Canada
CA,Dowling,ON,Canada
CA,Downsview,ON,Canada
CA,Drayton,ON,Canada
CA,Drayton Valley,AB,Canada
CA,Dresden,ON,Canada
CA,Drumheller,AB,Canada
CA,Drummond,NB,Canada
CA,Drummondville,QC,Canada
CA,Dryden,ON,Canada
CA,Dublin,ON,Canada
CA,Dubreuilville,ON,Canada
CA,Duchess,AB,Canada
CA,Duck Lake,SK,Canada
CA,Duffield,AB,Canada
CA,Dugald,MB,Canada
CA,Duhamel-Ouest,QC,Canada
CA,Duncan Bay,BC,Canada
CA,Duncan/Quam,BC,Canada
CA,Dundalk,ON,Canada
CA,Dundas,ON,Canada
CA,Dundurn,SK,Canada
CA,Dunganon,ON,Canada
CA,Dunham,QC,Canada
CA,Dunman,ON,Canada
CA,Dunmore,AB,Canada
CA,Dunnville,ON,Canada
CA,Dunrea,MB,Canada
CA,Duntroon,ON,Canada
CA,Durham,ON,Canada
CA,Dutton,ON,Canada
CA,Dysart,SK,Canada
CA,Ear Falls,ON,Canada
CA,Earlton,ON,Canada
CA,East Angus,QC,Canada
CA,East Garafraxa,ON,Canada
CA,East Gwillimbury,ON,Canada
CA,East Kemptville,NS,Canada
CA,East Main,QC,Canada
CA,East River,NS,Canada
CA,East Saint-Paul,MB,Canada
CA,East York,ON,Canada
CA,Eastern Passage,NS,Canada
CA,Ebenezer,PE,Canada
CA,Echo Bay,ON,Canada
CA,Eckville,AB,Canada
CA,Economy,NS,Canada
CA,Edam,SK,Canada
CA,Edberg,AB,Canada
CA,Edmonton,AB,Canada
CA,Edmonton Int Apt,AB,Canada
CA,Edmundston,NB,Canada
CA,Edson,AB,Canada
CA,Edwards Cove,NL,Canada
CA,Edwardsville,NS,Canada
CA,Eganville,ON,Canada
CA,Elgin,NB,Canada
CA,Elie,MB,Canada
CA,Elizabethtown,ON,Canada
CA,Elk Point,AB,Canada
CA,Elkford,BC,Canada
CA,Elkhorn,MB,Canada
CA,Ellerslie,PE,Canada
CA,Ellerslie/Edmonton,AB,Canada
CA,Elliot Lake,ON,Canada
CA,Elma,MB,Canada
CA,Elmira,ON,Canada
CA,Elmira,PE,Canada
CA,Elmsdale,NS,Canada
CA,Elmvale,ON,Canada
CA,Elmwood,ON,Canada
CA,Elora,ON,Canada
CA,Elrose,SK,Canada
CA,Embro,ON,Canada
CA,Embrun,ON,Canada
CA,Emerald Park,SK,Canada
CA,Emerson,MB,Canada
CA,Emeryville,ON,Canada
CA,Emo,ON,Canada
CA,Empress,AB,Canada
CA,Endako,BC,Canada
CA,Enderby,BC,Canada
CA,Enfield,NS,Canada
CA,Engelwood,BC,Canada
CA,Englefeld,SK,Canada
CA,Englehart,ON,Canada
CA,English Bay,BC,Canada
CA,Enniskillen,ON,Canada
CA,Entwistle,AB,Canada
CA,Erickson,BC,Canada
CA,Erieau,ON,Canada
CA,Erin,ON,Canada
CA,Errington,BC,Canada
CA,Espanola,ON,Canada
CA,Esquimalt,BC,Canada
CA,Essex,ON,Canada
CA,Esterhazy,SK,Canada
CA,Esterhazy,SK,Canada
CA,Estevan,SK,Canada
CA,Estevan Point,BC,Canada
CA,Etang-du-Nord,QC,Canada
CA,Ethel,ON,Canada
CA,Ethelbert,MB,Canada
CA,Etobicoke,ON,Canada
CA,Etzikom,AB,Canada
CA,Exeter,ON,Canada
CA,Exshaw,AB,Canada
CA,Fabreville,QC,Canada
CA,Fairmont Hot Springs,BC,Canada
CA,Fairmount Springs,BC,Canada
CA,Fairview,AB,Canada
CA,Falconbridge,ON,Canada
CA,Falher,AB,Canada
CA,Falkland,BC,Canada
CA,Fall River,NS,Canada
CA,Falmouth,NS,Canada
CA,Fanny Bay,BC,Canada
CA,Farnham,QC,Canada
CA,Farnham,ON,Canada
CA,Faro,YT,Canada
CA,Fassett,QC,Canada
CA,Father Point,QC,Canada
CA,Faulkner,MB,Canada
CA,Fenwick,ON,Canada
CA,Fergus,,Canada
CA,Fergus,ON,Canada
CA,Ferintosh,AB,Canada
CA,Ferme-Neuve,QC,Canada
CA,Fermeuse,NL,Canada
